nome,trabalho,renda_mensal,renda_anual,data_nascimento,idade,score_credito,possui_historico_inadimplencia,tempo_emprego_atual,valor_solicitado,prazo_pagamento,possui_outros_emprestimos,valor_outros_emprestimos,credito_aprovado,valor_aprovado
Isabelly Dias,Funcionário Público,6650.29,92393.75,05/05/1966,59,626,Não,31.1,43281.54368731673,18,Não,0.0,Sim,40641.37
Gustavo Cirino,Profissional Liberal,8705.72,118223.57,18/10/1951,73,478,Não,14.7,54680.27099938414,18,Sim,51282.55477570233,Não,0.0
Clarice Sales,Estudante,2042.06,25062.58,10/01/1965,60,537,Não,4.2,3424.172771630873,6,Sim,17970.81950706243,Não,0.0
Stella Vargas,Funcionário Público,8190.38,107283.66,09/09/1987,37,650,Não,18.2,4795.965228052356,12,Não,0.0,Sim,4676.07
Eduarda Jesus,Funcionário de Empresa Privada,11012.66,133167.67,18/02/2006,19,577,Sim,1.0,23617.119357706353,18,Não,0.0,Sim,20440.62
Emilly Rodrigues,Funcionário de Empresa Privada,2318.38,29531.79,18/01/1990,35,762,Não,17.0,14399.440619344497,36,Sim,21348.274349641135,Não,0.0
Vitor Gabriel Novais,Funcionário de Empresa Privada,2934.66,40845.31,19/04/1976,49,483,Sim,24.1,11688.695030959238,24,Sim,25580.433924967667,Não,0.0
Dr. Alexandre Rios,Estudante,1627.56,18992.77,22/04/1960,65,501,Não,8.3,2636.0238532683725,6,Não,0.0,Sim,1980.97
Bryan Aparecida,Profissional Liberal,8949.83,112645.73,28/10/1969,55,646,Sim,5.8,28830.691133018216,12,Não,0.0,Sim,27936.94
Sr. José Miguel Rocha,Profissional Liberal,22308.74,269108.57,27/09/1969,55,400,Não,14.4,44232.564971939886,24,Sim,181242.5817503516,Não,0.0
Stella Nunes,Funcionário de Empresa Privada,16674.09,214099.34,02/01/1947,78,572,Não,4.3,65396.659530970785,24,Não,0.0,Sim,56110.33
Arthur Miguel Barros,Desempregado,73.6,997.82,24/12/1991,33,658,Não,15.0,499.7906015010446,48,Não,0.0,Sim,493.29
Arthur Gabriel Mendonça,Funcionário Público,6709.75,82004.03,04/09/1994,30,703,Não,12.0,26009.317350511763,12,Não,0.0,Sim,26009.32
Nicole Cardoso,Estudante,1659.99,22375.32,17/03/1981,44,606,Não,22.6,7718.254090428841,12,Não,0.0,Sim,7015.89
Sr. Vitor Cardoso,Outros,8387.47,105150.38,24/08/1956,68,414,Não,15.8,47131.99028898524,60,Não,0.0,Não,0.0
Mateus da Mata,Funcionário de Empresa Privada,12035.29,139835.4,25/01/1984,41,776,Não,23.0,45266.25753950094,48,Não,0.0,Sim,45266.26
Vicente Vargas,Funcionário Público,15582.42,199962.41,20/04/1957,68,676,Sim,33.0,53646.211126975686,12,Não,0.0,Sim,53646.21
Kevin da Mata,Funcionário de Empresa Privada,4291.66,59541.25,07/09/1978,46,635,Não,10.7,22727.610269553938,12,Não,0.0,Sim,21648.05
Danilo Pimenta,Aposentado/Pensionista,7835.75,107781.46,11/03/1974,51,453,Não,33.0,10959.602997036964,24,Não,0.0,Não,0.0
Théo da Cruz,Funcionário de Empresa Privada,17838.99,227144.65,02/01/1964,61,748,Não,18.8,57026.704669118684,18,Não,0.0,Sim,57026.7
Gabrielly Aparecida,Funcionário de Empresa Privada,10715.64,145167.77,10/05/1978,47,496,Não,19.7,5103.33932406084,12,Sim,91284.09555575966,Não,0.0
Dr. Bento Sales,Funcionário de Empresa Privada,9472.61,114618.01,11/06/1950,74,500,Não,32.2,41889.71773651967,24,Sim,42520.81873456091,Não,0.0
Enzo Pereira,Funcionário de Empresa Privada,6515.82,79523.85,11/09/1989,35,648,Sim,17.0,28149.478567482965,18,Não,0.0,Sim,27361.29
Maria Alice Macedo,Funcionário de Empresa Privada,9519.8,119825.41,02/05/1988,37,459,Sim,19.0,23812.61055702739,60,Não,0.0,Não,0.0
Eloá Costa,Desempregado,774.77,9648.61,06/03/1992,33,558,Não,15.0,2124.5008988380696,12,Não,0.0,Sim,1778.21
Dra. Gabriela da Paz,Funcionário de Empresa Privada,9514.98,111140.51,04/05/1988,37,680,Não,19.0,14858.078882748548,48,Não,0.0,Sim,14858.08
Letícia Siqueira,Aposentado/Pensionista,6379.08,84184.86,21/11/1995,29,650,Não,11.0,37413.8690499994,48,Sim,47420.105567785904,Não,0.0
Dr. Caio Lima,Funcionário Público,19458.53,261165.15,27/07/1962,62,512,Não,39.7,80702.60679468817,36,Não,0.0,Sim,61979.6
Srta. Ágatha da Conceição,Empresário/Autônomo,20487.1,256172.11,14/09/1989,35,462,Não,11.0,64868.23422136748,60,Não,0.0,Não,0.0
Luigi Câmara,Funcionário Público,10318.2,120427.4,15/05/1989,36,620,Sim,18.0,40634.9060222375,60,Não,0.0,Sim,37790.46
Sra. Alexia da Mata,Funcionário de Empresa Privada,9813.46,130595.13,30/08/1990,34,453,Sim,13.7,62263.49924772674,12,Sim,81176.95398762876,Não,0.0
Rafael Lopes,Empresário/Autônomo,32113.88,415673.05,21/10/1962,62,656,Não,24.4,88707.72669645006,18,Não,0.0,Sim,87288.4
Sofia Duarte,Funcionário Público,11210.44,132033.36,28/05/1967,58,380,Sim,6.9,60581.89901655337,24,Não,0.0,Não,0.0
Léo Vasconcelos,Funcionário Público,6906.91,87099.42,31/07/1979,45,889,Não,14.8,1311.5043466915508,6,Não,0.0,Sim,1311.5
Mariana Dias,Desempregado,523.99,7120.73,16/07/1966,58,471,Não,17.4,3032.243224981155,12,Sim,2196.7892142779083,Não,0.0
Dr. Henry Freitas,Funcionário de Empresa Privada,12807.75,165483.42,01/09/1986,38,684,Não,14.5,50446.889650360026,24,Não,0.0,Sim,50446.89
Isaque Aparecida,Funcionário Público,9610.33,115030.05,16/05/2005,20,754,Não,2.0,39875.14118196496,60,Não,0.0,Sim,39875.14
Samuel Vasconcelos,Empresário/Autônomo,24934.82,312329.65,17/05/1977,48,896,Não,29.4,65724.19553052135,60,Sim,2569.250751701652,Sim,65724.2
Dr. Luiz Fernando Leão,Profissional Liberal,19309.21,223916.48,21/04/1983,42,543,Não,24.0,18533.510722952025,6,Não,0.0,Sim,15095.54
Davi Luiz da Cunha,Funcionário de Empresa Privada,5919.88,74403.38,22/07/1971,53,404,Não,6.0,31242.41291858249,60,Não,0.0,Não,0.0
Ágatha Martins,Profissional Liberal,17451.91,234885.77,10/07/1999,25,442,Não,7.0,59808.483825219904,60,Não,0.0,Não,0.0
Sr. Calebe Borges,Empresário/Autônomo,3614.26,49190.4,27/03/1984,41,481,Não,15.8,15734.502589525599,60,Não,0.0,Não,0.0
Henrique Novaes,Estudante,1158.56,14486.15,28/04/1981,44,544,Não,26.0,4611.731679238808,18,Não,0.0,Sim,3763.17
Melissa Dias,Funcionário de Empresa Privada,7746.04,96778.59,13/11/2000,24,607,Não,6.0,43607.66268301058,12,Não,0.0,Sim,39704.78
Theo Carvalho,Empresário/Autônomo,10112.4,131061.17,17/10/1957,67,723,Não,16.1,59611.698298405565,18,Não,0.0,Sim,59611.7
Emanuella Monteiro,Funcionário Público,5565.33,64937.79,24/09/1994,30,773,Não,12.0,13105.445212962559,60,Sim,23062.541360945426,Não,0.0
Maria Luísa Guerra,Funcionário de Empresa Privada,6784.58,78091.57,07/05/1980,45,681,Não,10.8,13075.046959265508,36,Não,0.0,Sim,13075.05
Lívia das Neves,Funcionário de Empresa Privada,10037.26,138409.14,14/06/1975,49,444,Sim,27.4,4769.6298347012025,60,Não,0.0,Não,0.0
Dr. Otávio Aragão,Aposentado/Pensionista,4124.94,50128.4,02/05/1974,51,511,Sim,6.7,15958.801134117348,24,Sim,31661.887580609895,Não,0.0
Maria Júlia Farias,Empresário/Autônomo,15825.79,198746.29,08/01/1995,30,542,Não,12.0,34064.479683878075,18,Sim,44508.73366627361,Sim,24928.22
Maria Sophia Moura,Aposentado/Pensionista,3829.68,49899.49,25/06/1999,25,480,Não,7.0,1250.02931827468,18,Não,0.0,Não,0.0
Rael Marques,Funcionário Público,6310.27,73527.48,09/10/1969,55,500,Não,12.8,20759.24243032043,18,Não,0.0,Sim,15569.43
Milena Rodrigues,Funcionário de Empresa Privada,5936.03,75222.92,16/05/1977,48,755,Não,19.1,1987.4562883642175,36,Sim,11095.884435226992,Sim,1987.46
Eloá Albuquerque,Funcionário de Empresa Privada,7437.92,91717.43,08/06/1962,62,633,Sim,10.5,32429.249014924353,24,Não,0.0,Sim,30791.57
Fernando Azevedo,Profissional Liberal,30518.78,386779.78,22/02/1958,67,626,Não,14.2,48770.59407262794,24,Não,0.0,Sim,45795.59
Júlia da Cruz,Funcionário Público,5125.07,66523.21,19/01/2004,21,179,Sim,3.0,11815.58694486769,6,Não,0.0,Não,0.0
Dra. Maria Alice Brito,Aposentado/Pensionista,4122.03,57414.38,01/03/1999,26,421,Não,8.0,22919.49238571785,18,Não,0.0,Não,0.0
Sr. Ravy Casa Grande,Funcionário Público,6852.21,88370.0,18/07/1982,42,396,Sim,2.0,31027.477139746326,18,Não,0.0,Não,0.0
Lucas Gabriel Cassiano,Funcionário Público,7792.87,107600.91,12/05/1947,78,729,Não,4.9,971.9937490061561,24,Sim,78346.91001091545,Não,0.0
Eloah Sales,Funcionário de Empresa Privada,5044.74,62426.11,08/10/1953,71,591,Não,39.0,5999.4010523282695,36,Sim,15093.733965175901,Sim,5318.47
Gael Camargo,Aposentado/Pensionista,6159.27,75386.63,14/11/1969,55,787,Não,8.4,2574.0629622341735,24,Não,0.0,Sim,2574.06
Luan Garcia,Funcionário de Empresa Privada,4945.3,57777.23,22/04/1993,32,436,Não,7.9,25538.666183872716,18,Sim,23960.874815493215,Não,0.0
Luiz Fernando da Cunha,Empresário/Autônomo,37904.28,506081.54,23/03/1945,80,569,Não,33.9,25409.806870497334,12,Sim,138105.01915879673,Não,0.0
Nina Câmara,Funcionário de Empresa Privada,3092.73,36753.39,14/09/2004,20,625,Não,2.0,8507.66583903024,36,Sim,18979.99314710814,Não,0.0
Sra. Melissa Castro,Funcionário de Empresa Privada,3404.65,41458.36,08/05/1953,72,487,Não,2.8,10754.096965318804,24,Não,0.0,Não,0.0
Arthur Miguel Aragão,Funcionário de Empresa Privada,5595.47,77142.78,03/07/1975,49,625,Não,31.0,27582.614457508393,18,Não,0.0,Sim,25858.7
Larissa Cavalcanti,Funcionário de Empresa Privada,2789.92,37428.04,28/04/1968,57,440,Não,29.5,16797.746293390912,36,Não,0.0,Não,0.0
Milena Ramos,Funcionário de Empresa Privada,4887.41,62630.07,08/06/1982,42,501,Não,4.4,5116.287508621449,6,Não,0.0,Sim,3844.89
Leandro Castro,Empresário/Autônomo,22098.34,289577.67,12/06/1953,71,866,Não,11.2,20696.454983488336,6,Sim,50056.510484673214,Sim,20696.45
Luiz Miguel Barros,Funcionário de Empresa Privada,2458.11,28628.43,03/08/2004,20,575,Não,2.0,11908.069511423082,48,Não,0.0,Sim,10270.71
Leandro Machado,Outros,1522.06,17895.75,03/06/1974,50,424,Não,4.4,6660.352737444632,36,Não,0.0,Não,0.0
Heitor Nascimento,Funcionário de Empresa Privada,12147.98,147127.67,20/08/1958,66,576,Não,25.6,61493.14440782427,6,Não,0.0,Sim,53130.08
Dra. Evelyn da Mata,Aposentado/Pensionista,2219.53,29495.83,12/04/1961,64,444,Não,5.0,3223.037039527492,24,Não,0.0,Não,0.0
Elisa Lopes,Profissional Liberal,15762.9,215181.05,04/09/2005,19,730,Não,0.3,25795.616548611044,24,Não,0.0,Sim,25795.62
Joana Caldeira,Estudante,974.02,11446.39,10/01/1961,64,546,Sim,28.6,2879.548960383058,36,Não,0.0,Sim,2358.35
Dr. Felipe Montenegro,Funcionário de Empresa Privada,5572.14,75281.75,12/12/1985,39,571,Não,6.3,18954.685298008095,36,Não,0.0,Sim,16234.69
Eduardo Guerra,Funcionário de Empresa Privada,7139.55,96611.46,03/09/1965,59,547,Não,28.9,35658.12618091822,48,Não,0.0,Sim,29257.49
Luiz Miguel Cirino,Aposentado/Pensionista,3101.16,41182.8,06/04/2000,25,692,Não,7.0,3881.0840514979577,6,Não,0.0,Sim,3881.08
Isaque Martins,Funcionário Público,12917.19,162698.6,03/10/1988,36,824,Não,18.0,35813.432981892605,60,Não,0.0,Sim,35813.43
Ana Beatriz Pacheco,Funcionário de Empresa Privada,3235.4,37978.93,18/05/1970,55,460,Não,19.3,3474.701521825117,48,Sim,23921.21396922907,Não,0.0
Kamilly da Rosa,Empresário/Autônomo,40816.65,504071.75,04/07/1965,59,544,Não,28.9,41854.98982874477,48,Não,0.0,Sim,34153.67
Sra. Ana Beatriz Ramos,Funcionário de Empresa Privada,4760.83,56234.78,05/11/1986,38,521,Não,7.3,26205.31652483216,12,Não,0.0,Sim,20479.45
Dra. Liz Machado,Funcionário de Empresa Privada,8795.35,104174.21,13/10/2001,23,537,Não,5.0,41736.932067762966,24,Não,0.0,Sim,33619.1
Antônio Azevedo,Profissional Liberal,24589.48,334396.97,21/01/1967,58,657,Não,14.5,69188.99622623558,60,Não,0.0,Sim,68185.76
Cecília Sousa,Desempregado,660.58,7923.69,24/05/1966,59,774,Não,24.3,3064.393867902941,18,Não,0.0,Sim,3064.39
Srta. Manuella Araújo,Funcionário de Empresa Privada,10485.95,128003.9,31/10/1947,77,473,Não,9.3,15622.587702089697,6,Não,0.0,Não,0.0
Maria Vitória Melo,Aposentado/Pensionista,11132.87,147016.33,29/01/1953,72,663,Não,1.4,58844.7268691755,36,Não,0.0,Sim,58521.08
Gael Nunes,Empresário/Autônomo,15551.02,193583.66,16/06/2001,23,316,Não,5.0,15288.891982436588,36,Sim,99234.87695713795,Não,0.0
Anthony Azevedo,Funcionário Público,15666.89,209697.42,29/07/1964,60,640,Não,3.2,67449.46347781605,48,Não,0.0,Sim,64751.48
Srta. Isabela Silveira,Funcionário de Empresa Privada,2093.19,26430.8,09/07/1993,31,654,Sim,13.0,12065.394590905009,18,Não,0.0,Sim,11836.15
Srta. Maria Laura Nogueira,Funcionário Público,14955.02,174808.44,25/11/1953,71,667,Não,37.5,16905.072766411493,48,Sim,25031.59552192398,Sim,16905.07
Valentim Vargas,Estudante,955.0,11552.13,01/10/1954,70,564,Não,20.6,3048.063599913759,24,Sim,3542.3949089788844,Não,0.0
Srta. Aylla Câmara,Funcionário Público,8323.65,113909.2,16/12/2004,20,622,Sim,2.0,11800.402243308801,12,Sim,54898.41856107752,Não,0.0
Sra. Emanuelly Casa Grande,Estudante,401.93,4624.19,26/02/1995,30,282,Sim,12.0,693.7863212131292,12,Sim,1563.7969576865544,Não,0.0
Marcela Macedo,Aposentado/Pensionista,1275.25,15605.01,25/04/1993,32,284,Sim,14.0,7021.203242174389,60,Não,0.0,Não,0.0
Mathias Novais,Funcionário de Empresa Privada,18986.07,260830.5,15/10/1953,71,774,Não,24.5,19382.759249764244,60,Não,0.0,Sim,19382.76
Miguel Câmara,Funcionário de Empresa Privada,10166.84,127298.57,18/05/1964,61,794,Não,20.8,36861.37933981585,60,Não,0.0,Sim,36861.38
Vinícius Melo,Funcionário Público,4581.23,59291.38,20/10/1988,36,769,Não,18.0,20561.211849181578,36,Não,0.0,Sim,20561.21
Maria Luísa Dias,Funcionário de Empresa Privada,8071.62,100327.13,07/01/1992,33,573,Não,15.0,46676.751934366664,36,Não,0.0,Sim,40118.67
Sr. Gael Dias,Funcionário Público,15286.42,194092.9,18/11/1946,78,418,Não,37.9,93001.942008161,24,Não,0.0,Não,0.0
Pedro Sales,Estudante,2378.67,27890.83,25/03/1957,68,607,Não,15.3,10221.080734610392,36,Sim,6660.003974766007,Não,0.0
Anna Liz Rios,Funcionário de Empresa Privada,7368.62,92014.76,25/03/1988,37,616,Não,19.0,39689.676773754356,18,Não,0.0,Sim,36673.26
Dr. Nathan Porto,Funcionário de Empresa Privada,2305.41,26572.15,07/11/1986,38,646,Não,11.0,3792.7857201456823,24,Sim,11139.207993155127,Não,0.0
Yago Costela,Funcionário Público,14021.54,188753.4,06/06/1965,59,586,Não,11.4,57411.23761257747,48,Não,0.0,Sim,50464.48
Dra. Maria Cecília Vargas,Desempregado,588.0,7338.22,04/01/1966,59,438,Não,31.1,1122.4240870378221,48,Não,0.0,Não,0.0
Maysa Rios,Desempregado,304.08,3808.99,22/04/1961,64,316,Sim,13.2,579.1069900607516,12,Não,0.0,Não,0.0
Dr. Gael Sousa,Funcionário de Empresa Privada,3083.85,42073.5,04/05/1949,76,355,Não,0.3,4526.084570311683,24,Sim,28475.516867383183,Não,0.0
Srta. Maria Fernanda Cardoso,Empresário/Autônomo,12719.11,176991.72,04/12/1998,26,154,Sim,4.7,27830.26430034678,60,Sim,92426.2522610857,Não,0.0
Luiz Henrique Brito,Funcionário de Empresa Privada,7864.21,104092.55,25/06/1956,68,499,Sim,26.5,27047.272938821283,48,Não,0.0,Não,0.0
Dr. Yan Castro,Aposentado/Pensionista,2282.27,26778.49,02/01/1955,70,516,Não,28.5,10204.478311415845,18,Não,0.0,Sim,7898.27
Alexandre Gomes,Desempregado,441.16,5148.96,06/07/1955,69,384,Sim,18.7,888.5537679448428,18,Não,0.0,Não,0.0
Gael Henrique Rios,Aposentado/Pensionista,5258.82,67612.0,12/11/1989,35,487,Não,17.0,11312.99820499794,24,Não,0.0,Não,0.0
Sr. Davi Miguel Azevedo,Funcionário de Empresa Privada,3680.19,44572.7,03/03/1974,51,373,Não,29.5,6491.309514172301,12,Não,0.0,Não,0.0
Marina Ferreira,Aposentado/Pensionista,3245.85,39506.72,02/04/1971,54,391,Sim,18.5,14622.055193929908,24,Sim,30996.408455939825,Não,0.0
Dr. Fernando Albuquerque,Funcionário de Empresa Privada,1688.81,21799.87,19/02/2002,23,215,Sim,5.0,6763.8895373268815,60,Não,0.0,Não,0.0
Maya da Cruz,Funcionário de Empresa Privada,6382.52,81414.86,10/08/1995,29,573,Não,0.1,27299.447810197864,24,Não,0.0,Sim,23463.88
Enzo Gabriel Ribeiro,Funcionário de Empresa Privada,4240.45,49084.2,25/03/2004,21,459,Não,3.0,13504.433374588456,48,Não,0.0,Não,0.0
Eloah Santos,Aposentado/Pensionista,5886.21,81032.02,23/01/1969,56,752,Não,24.2,10325.408029628228,24,Sim,22882.005003089216,Não,0.0
Melina Correia,Funcionário de Empresa Privada,2937.18,39339.78,26/04/1991,34,452,Não,7.2,9469.38749503539,6,Sim,7586.889509195471,Não,0.0
Dra. Alice Novaes,Profissional Liberal,6330.81,83888.93,08/02/2006,19,320,Não,1.0,23813.18804683691,18,Sim,9650.09434958326,Não,0.0
Renan Guerra,Funcionário de Empresa Privada,3999.42,49765.75,15/10/1994,30,616,Não,1.0,20337.181211047537,18,Sim,5007.149398852515,Sim,18781.53
Dr. Davi Miguel Nascimento,Funcionário de Empresa Privada,4241.88,53860.81,18/03/2001,24,704,Não,5.6,7101.134357950277,12,Não,0.0,Sim,7101.13
Ravy Dias,Funcionário de Empresa Privada,14968.38,200592.05,17/07/1948,76,669,Não,36.4,70466.22060804891,60,Não,0.0,Sim,70466.22
Theo Nogueira,Desempregado,96.4,1234.08,09/01/1963,62,451,Não,8.8,548.6170003853706,12,Sim,988.1144603826599,Não,0.0
Hadassa Andrade,Profissional Liberal,29236.85,379566.53,23/03/1962,63,495,Não,30.9,86769.0827673597,36,Sim,45191.42648950088,Não,0.0
Olívia Pinto,Aposentado/Pensionista,2632.04,32053.1,16/08/1985,39,198,Sim,21.0,9217.55815754982,60,Não,0.0,Não,0.0
Srta. Esther Teixeira,Aposentado/Pensionista,11820.59,157944.6,10/05/1948,77,684,Não,22.9,77833.13795502098,18,Sim,88920.16683806248,Não,0.0
Luana Costela,Funcionário de Empresa Privada,7036.55,91560.86,16/12/2005,19,361,Sim,1.0,30492.672910339454,60,Não,0.0,Não,0.0
Sra. Luna Brito,Funcionário de Empresa Privada,14033.17,172609.0,13/05/1954,71,508,Sim,34.1,73891.3821356663,48,Não,0.0,Sim,56305.23
Caio Macedo,Funcionário Público,10781.76,125148.31,01/05/1959,66,877,Não,26.0,61485.56800952575,18,Não,0.0,Sim,61485.57
Dr. Mathias Fogaça,Outros,2776.82,35400.29,06/10/1971,53,610,Não,9.2,12653.805099814272,12,Não,0.0,Sim,11578.23
Liz Araújo,Funcionário de Empresa Privada,6399.68,82014.18,26/08/1993,31,731,Não,13.0,26492.001039960644,36,Sim,25655.60139213082,Não,0.0
Dr. Davi Luiz Araújo,Profissional Liberal,13527.98,183881.1,16/05/1996,29,368,Sim,11.0,91077.08764024681,6,Não,0.0,Não,0.0
Dra. Natália Porto,Funcionário Público,15730.56,190106.85,20/02/1960,65,682,Não,39.9,91535.04135828806,48,Não,0.0,Sim,91535.04
Sra. Laura Melo,Aposentado/Pensionista,2786.3,34564.98,24/03/1990,35,794,Não,17.0,4936.972183403229,18,Sim,20828.547884413732,Não,0.0
Marcela das Neves,Empresário/Autônomo,18972.99,257210.46,06/01/1983,42,591,Não,3.2,9477.170028291206,6,Sim,67363.01984988239,Não,0.0
Caroline Costa,Estudante,1532.35,20800.68,03/11/1951,73,368,Não,18.0,8636.868277579784,6,Não,0.0,Não,0.0
Leandro da Cruz,Profissional Liberal,4338.64,55301.44,18/10/1991,33,536,Não,15.0,14716.06685730654,6,Sim,24347.121074089508,Não,0.0
Théo Montenegro,Empresário/Autônomo,14095.64,187143.48,12/03/1996,29,423,Não,11.0,12123.68071316802,48,Não,0.0,Não,0.0
Eduarda Barbosa,Empresário/Autônomo,7003.89,88692.56,07/07/1982,42,708,Não,8.7,32437.296711701285,12,Sim,65669.26745272827,Não,0.0
Olívia da Conceição,Desempregado,862.26,11419.28,05/10/1960,64,514,Não,5.2,2044.9635203992511,6,Não,0.0,Sim,1576.67
Juan Lopes,Profissional Liberal,14825.51,175560.88,02/02/1966,59,560,Não,35.0,60532.442832614805,48,Não,0.0,Sim,50847.25
Sra. Bianca Martins,Aposentado/Pensionista,2157.53,25109.46,26/03/1971,54,405,Sim,5.5,1687.573056323103,48,Sim,13553.068004532259,Não,0.0
Srta. Lara Câmara,Funcionário de Empresa Privada,3156.26,39451.32,19/02/1984,41,686,Não,5.1,3377.2796745259075,48,Sim,29166.723791998364,Não,0.0
Bruno Souza,Aposentado/Pensionista,2782.88,35849.58,23/01/2003,22,698,Não,4.0,3925.254099844861,18,Não,0.0,Sim,3925.25
Antônio Martins,Funcionário Público,12270.07,149994.64,24/01/1961,64,542,Não,17.9,43313.96700604382,6,Não,0.0,Sim,35214.26
Ana Beatriz Rezende,Estudante,1477.89,18296.64,17/09/1968,56,580,Sim,35.5,1847.998662432973,6,Sim,5482.514477441169,Não,0.0
Gabriel Silveira,Empresário/Autônomo,29275.12,397239.01,07/02/1976,49,658,Não,31.0,16653.69005834502,36,Sim,172535.23202965534,Não,0.0
Vitor Gabriel Sá,Empresário/Autônomo,28351.37,362921.28,28/06/1974,50,511,Sim,2.3,40410.43345143639,24,Não,0.0,Sim,30974.6
Mathias Gonçalves,Aposentado/Pensionista,2078.25,27467.54,02/07/1997,27,517,Sim,9.0,5111.982940080654,36,Sim,8439.453207296927,Não,0.0
Maria Luísa Pacheco,Funcionário de Empresa Privada,8852.4,109326.2,19/12/1994,30,406,Não,12.0,2163.0405394229474,6,Não,0.0,Não,0.0
Mariah Almeida,Funcionário de Empresa Privada,3814.51,50766.7,19/05/1948,77,651,Não,14.8,5273.569241608304,18,Sim,31832.902288677727,Não,0.0
Sara Cirino,Outros,5589.62,67651.85,26/03/1945,80,493,Não,15.7,19101.526301874896,48,Não,0.0,Não,0.0
Dr. Mathias Nascimento,Empresário/Autônomo,6392.4,83966.65,28/10/1971,53,448,Não,14.1,36101.570999081785,6,Sim,14148.073552567996,Não,0.0
Maria Sophia Fogaça,Funcionário de Empresa Privada,4016.28,48159.88,03/05/1965,60,476,Não,1.9,4203.460264582727,60,Não,0.0,Não,0.0
Luiz Gustavo Oliveira,Funcionário de Empresa Privada,8127.4,111888.88,18/02/1967,58,705,Não,17.4,11101.080914499582,48,Não,0.0,Sim,11101.08
Dra. Letícia Pires,Funcionário Público,6273.95,80866.29,29/05/1970,55,746,Não,22.6,2217.532969782227,18,Sim,29528.734189486535,Não,0.0
Brenda Mendonça,Aposentado/Pensionista,7416.37,99450.19,18/06/1990,34,612,Não,1.5,27585.149258351215,6,Não,0.0,Sim,25323.17
João Vitor Nunes,Aposentado/Pensionista,2132.58,27279.48,29/05/1996,28,523,Não,10.0,10880.454926007606,24,Não,0.0,Sim,8535.72
Maria Isis Mendes,Aposentado/Pensionista,13602.07,174478.75,19/10/1960,64,525,Não,11.8,53443.03934742933,60,Não,0.0,Sim,42086.39
Mariana Abreu,Funcionário de Empresa Privada,8914.28,104370.3,24/03/1996,29,702,Não,8.9,782.0779041035657,36,Sim,27456.483706402472,Sim,782.08
Rafaela da Luz,Aposentado/Pensionista,6814.81,83422.94,07/10/2003,21,416,Sim,3.0,14620.336501271393,24,Sim,33769.86106307434,Não,0.0
Mariana Guerra,Funcionário de Empresa Privada,6011.13,73251.42,01/05/1996,29,570,Não,11.0,27461.240873723196,48,Não,0.0,Sim,23479.36
Arthur Miguel Barros,Funcionário de Empresa Privada,5784.48,72873.76,16/07/1958,66,491,Não,8.3,12587.294844260437,60,Não,0.0,Não,0.0
Anthony Gabriel Souza,Funcionário Público,3985.01,47431.03,02/01/1989,36,572,Não,18.0,20037.469922188844,48,Não,0.0,Sim,17192.15
Isabel Rezende,Funcionário de Empresa Privada,19460.25,226055.78,05/09/1945,79,411,Não,26.4,15161.943860608706,48,Não,0.0,Não,0.0
Benjamim Marques,Empresário/Autônomo,13396.0,184146.59,09/06/1975,49,513,Não,31.0,62234.14084341351,12,Sim,89152.26228883596,Não,0.0
Danilo Souza,Funcionário de Empresa Privada,7714.04,105263.96,15/02/1992,33,466,Não,15.0,9774.469448537724,24,Não,0.0,Não,0.0
Antonella Farias,Funcionário Público,15722.15,200875.97,10/09/1984,40,676,Não,3.2,13340.020151824645,12,Sim,79654.03889396868,Não,0.0
Ryan Melo,Aposentado/Pensionista,1256.7,17034.16,09/09/1982,42,323,Sim,24.0,7773.4579167668335,48,Não,0.0,Não,0.0
Julia Mendes,Funcionário Público,7806.79,97560.69,21/01/1997,28,711,Não,10.0,41233.10947325659,24,Não,0.0,Sim,41233.11
Mariane da Mata,Funcionário de Empresa Privada,17652.7,225654.17,01/11/1953,71,509,Não,38.3,26586.349965123332,48,Não,0.0,Sim,20298.68
Lívia da Cunha,Funcionário de Empresa Privada,5485.67,70483.91,28/09/1963,61,866,Não,37.1,24040.520851854795,18,Sim,19005.215101107286,Não,0.0
Manuella Mendes,Funcionário de Empresa Privada,4442.8,52286.43,28/07/1948,76,702,Não,14.4,1811.3090200598683,18,Sim,11566.93258232819,Sim,1811.31
Olívia Viana,Empresário/Autônomo,4361.32,53792.76,09/12/1991,33,417,Sim,8.2,1682.357240091724,18,Sim,16800.079863015217,Não,0.0
Isabella Pastor,Empresário/Autônomo,4123.2,51516.85,29/05/2004,20,340,Não,2.0,9274.584367550306,24,Sim,18454.029886457047,Não,0.0
Noah Cavalcante,Estudante,504.51,6952.68,02/05/1981,44,461,Não,0.4,2554.079102203286,60,Sim,4167.85923609567,Não,0.0
Allana Rodrigues,Funcionário de Empresa Privada,4385.55,55121.41,03/09/1981,43,494,Não,25.0,21312.368847864014,6,Não,0.0,Não,0.0
Cecilia Correia,Profissional Liberal,39468.8,467159.23,27/10/1953,71,459,Não,30.9,98288.14826697673,48,Não,0.0,Não,0.0
Sarah Cirino,Funcionário Público,7914.98,102171.23,26/08/2005,19,415,Não,1.0,49837.86451334612,60,Não,0.0,Não,0.0
Henry Pimenta,Estudante,939.6,12256.14,29/12/1996,28,500,Não,3.9,5031.296459048326,60,Sim,1551.3918219079726,Sim,3662.34
